"","Observation_number","Age","Emp_length","Rate","Class","Default","Cred_length","Scaled_Amount","Scaled_Income"
"7490",4617,24,8,10.59,0,0,3,0.182608695652174,0.00833889259506338
"7491",4618,23,7,5.79,0,0,3,0.27536231884058,0.00817278185456971
"7492",4619,24,1,10.36,0,0,2,0.0550724637681159,0.00817278185456971
"7494",4620,23,0,6.54,1,0,4,0.182608695652174,0.00733822548365577
"7495",4621,22,6,13.79,0,0,2,0.0289855072463768,0.00817278185456971
"7496",4622,23,1,11.49,0,0,2,0.182608695652174,0.00850567044696464
"7497",4623,22,2,11.99,0,0,2,0.182608695652174,0.00850567044696464
"7498",4624,24,0,7.51,0,0,2,0.182608695652174,0.00933955970647098
"7499",4625,22,7,10.37,0,0,3,0.182608695652174,0.0102901934623082
"7502",4626,22,4,13.61,0,0,3,0.173913043478261,0.00819279519679787
"7503",4627,23,3,7.49,1,0,3,0.710144927536232,0.00719613075383589
"7504",4628,26,10,6.76,0,0,3,0.101449275362319,0.0081979653102068
"7507",4629,25,5,5.42,0,0,2,0.182608695652174,0.0110073382254837
"7508",4630,22,6,13.22,0,0,3,0.182608695652174,0.0122051367578386
"7510",4631,23,4,9.91,0,0,3,0.173188405797101,0.00350233488992662
"7511",4632,25,1,10.59,0,0,4,0.173188405797101,0.00817211474316211
"7512",4633,23,4,6.99,1,0,3,0.173188405797101,0.0126751167444963
"7513",4634,26,10,14.61,1,1,3,0.159420289855072,0.00723148765843896
"7515",4635,26,3,10.99,0,0,4,0.379710144927536,0.00823882588392262
"7516",4636,25,1,14.42,1,1,3,0.172463768115942,0.00450300200133422
"7517",4637,25,4,6.03,0,0,3,0.420289855072464,0.00825233488992662
"7518",4638,24,0,13.72,0,0,2,0.171739130434783,0.0110073382254837
"7520",4639,21,4,10.99,1,0,3,0.171014492753623,0.00266844563042028
"7522",4640,21,0,10.95,0,0,3,0.171014492753623,0.00333555703802535
"7523",4641,23,0,12.84,0,0,3,0.171014492753623,0.00350233488992662
"7524",4642,24,2,10.37,0,0,3,0.171014492753623,0.00373582388258839
"7525",4643,24,3,14.75,0,0,2,0.171014492753623,0.00400266844563042
"7527",4644,25,0,16.29,1,0,2,0.171014492753623,0.00418945963975984
"7528",4645,23,2,6.99,0,0,4,0.171014492753623,0.00433622414943296
"7529",4646,26,3,7.88,0,0,2,0.159420289855072,0.00827134756504336
"7534",4647,21,5,15.65,0,1,4,0.449275362318841,0.00828619079386258
"7535",4648,22,1,16,1,0,3,0.171014492753623,0.00433622414943296
"7536",4649,23,7,6.03,0,0,3,0.234782608695652,0.00829286190793863
"7537",4650,25,9,5.79,0,0,2,0.297101449275362,0.00829586390927285
"7543",4651,22,0,9.32,0,0,4,0.171014492753623,0.00454036024016011
"7545",4652,21,2,10,0,0,2,0.333333333333333,0.00831404269513009
"7547",4653,22,6,5.99,0,0,4,0.318840579710145,0.00832438292194797
"7550",4654,26,1,14.35,0,0,4,0.171014492753623,0.00464242828552368
"7551",4655,22,6,6.03,0,0,2,0.130434782608696,0.00833889259506338
"7552",4656,23,4,8.9,0,0,4,0.171014492753623,0.00466977985323549
"7555",4657,26,10,6.62,0,0,2,0.130434782608696,0.00833889259506338
"7556",4658,21,3,12.69,0,0,4,0.171014492753623,0.00517011340893929
"7558",4659,22,3,6.62,0,0,4,0.442028985507246,0.00833889259506338
"7561",4660,23,7,12.42,0,0,2,0.12463768115942,0.00833889259506338
"7562",4661,26,10,5.99,0,0,3,0.171014492753623,0.00533689126084056
"7564",4662,23,7,6.03,0,0,4,0.159420289855072,0.00833889259506338
"7565",4663,26,1,9.88,0,0,2,0.171014492753623,0.00564543028685791
"7566",4664,23,2,6.62,0,0,3,0.188405797101449,0.00833889259506338
"7568",4665,22,5,10.65,0,0,4,0.188405797101449,0.00833889259506338
"7569",4666,23,5,12.42,0,0,2,0.231884057971014,0.00833889259506338
"7571",4667,24,0,10.36,0,0,2,0.171014492753623,0.005920613742495
"7575",4668,25,6,18.64,0,0,3,0.188405797101449,0.00833889259506338
"7578",4669,22,4,11.99,0,0,2,0.420289855072464,0.00833889259506338
"7580",4670,26,0,5.99,1,0,2,0.420289855072464,0.00733822548365577
"7581",4671,24,7,5.42,0,0,4,0.130434782608696,0.00833889259506338
"7583",4672,25,7,10.59,0,0,4,0.144927536231884,0.00833889259506338
"7585",4673,23,7,5.42,0,0,4,0.0260869565217391,0.00833889259506338
"7586",4674,25,0,9.91,0,0,4,0.171014492753623,0.00767178118745831
"7588",4675,23,6,20.2,0,0,2,0.171014492753623,0.00767178118745831
"7589",4676,24,8,7.49,0,0,2,0.36231884057971,0.00833889259506338
"7590",4677,21,5,15.62,1,1,3,0.507246376811594,0.00733822548365577
"7591",4678,23,3,6.91,0,0,2,0.171014492753623,0.00767178118745831
"7592",4679,24,8,10.99,0,0,3,0.231884057971014,0.00833889259506338
"7593",4680,25,0,10.71,0,0,3,0.171014492753623,0.00850567044696464
"7594",4681,22,4,15.62,0,0,2,0.130434782608696,0.00833889259506338
"7596",4682,22,2,10.99,0,0,3,0.0434782608695652,0.00833889259506338
"7599",4683,24,3,10.99,0,0,3,0.217391304347826,0.00833889259506338
"7601",4684,23,7,10.99,0,0,4,0.240579710144928,0.00833889259506338
"7602",4685,22,3,11.71,0,0,3,0.171014492753623,0.00975683789192795
"7603",4686,22,2,8.49,0,0,3,0.171014492753623,0.00979953302201468
"7604",4687,24,5,5.42,0,0,2,0.101449275362319,0.00833889259506338
"7605",4688,23,7,5.42,0,0,2,0.0434782608695652,0.00833889259506338
"7607",4689,24,2,10.65,0,0,2,0.171014492753623,0.0101734489659773
"7608",4690,24,1,9.99,0,0,4,0.171014492753623,0.0101734489659773
"7610",4691,21,4,17.49,0,0,4,0.171014492753623,0.0110073382254837
"7611",4692,22,6,10,0,0,3,0.072463768115942,0.00833889259506338
"7612",4693,25,2,6.92,0,0,4,0.36231884057971,0.00833889259506338
"7613",4694,22,2,13.11,0,1,2,0.171014492753623,0.0112575050033356
"7615",4695,26,3,5.79,0,0,3,0.130434782608696,0.00833889259506338
"7617",4696,26,6,16.4,1,1,4,0.171014492753623,0.0108405603735824
"7619",4697,25,2,11.11,0,0,3,0.101449275362319,0.00833889259506338
"7620",4698,24,4,10.36,0,0,4,0.171014492753623,0.01184122748499
"7621",4699,24,0,7.51,0,0,3,0.171014492753623,0.0121414276184123
"7622",4700,25,9,6.92,0,0,4,0.217391304347826,0.00833889259506338
"7624",4701,24,6,7.49,0,0,4,0.171014492753623,0.0126751167444963
"7625",4702,21,5,10.74,0,0,2,0.565217391304348,0.00833889259506338
"7626",4703,25,5,9.62,0,0,4,0.133333333333333,0.00833889259506338
"7627",4704,24,2,13.23,0,1,3,0.171014492753623,0.0149266177451634
"7629",4705,25,1,6.17,0,0,4,0.159420289855072,0.00833889259506338
"7630",4706,25,9,13.67,0,0,3,0.171014492753623,0.017761841227485
"7631",4707,24,8,6.62,0,0,2,0.171014492753623,0.0180120080053369
"7632",4708,22,6,9.99,0,0,4,0.368115942028986,0.00833889259506338
"7633",4709,22,5,12.23,0,1,3,0.333333333333333,0.00833889259506338
"7634",4710,23,8,14.83,1,1,2,0.0260869565217391,0.00733822548365577
"7635",4711,24,0,10.99,0,0,3,0.182608695652174,0.0122581721147432
"7636",4712,24,8,9.99,0,0,4,0.101449275362319,0.00833889259506338
"7638",4713,24,7,20.3,1,1,2,0.182608695652174,0.0116744496330887
"7639",4714,26,11,7.14,1,0,2,0.130434782608696,0.00733822548365577
"7640",4715,26,1,12.99,0,0,3,0.182608695652174,0.0139026017344897
"7643",4716,23,3,6.03,0,0,2,0.182608695652174,0.0200133422281521
"7644",4717,24,0,5.42,0,0,4,0.183333333333333,0.00333555703802535
"7646",4718,23,0,10.99,0,0,3,0.183333333333333,0.0115076717811875
"7648",4719,22,3,10.65,1,0,4,0.184057971014493,0.0071714476317545
"7650",4720,23,0,11.49,0,0,4,0.27536231884058,0.00833889259506338
"7651",4721,22,1,7.14,0,0,2,0.184057971014493,0.00933955970647098
"7653",4722,24,9,13.61,0,1,4,0.43768115942029,0.00833889259506338
"7654",4723,22,5,9.99,0,0,3,0.185507246376812,0.00400266844563042
"7655",4724,24,2,17.56,1,1,3,0.185507246376812,0.00483655770513676
"7657",4725,25,5,7.66,0,0,4,0.185507246376812,0.00900600400266845
"7659",4726,23,7,14.59,1,0,2,0.472463768115942,0.00733822548365577
"7660",4727,26,6,7.51,0,0,3,0.27536231884058,0.00833889259506338
"7662",4728,23,3,9.88,0,0,2,0.27536231884058,0.00833889259506338
"7663",4729,21,6,11.71,0,0,3,0.186231884057971,0.00350233488992662
"7665",4730,26,10,15.99,1,0,3,0.186231884057971,0.00500333555703803
"7666",4731,22,0,9.62,0,0,4,0.186231884057971,0.0123415610406938
"7667",4732,21,1,10.25,1,0,3,0.0869565217391304,0.00733822548365577
"7669",4733,26,9,7.88,0,0,3,0.298550724637681,0.00833889259506338
"7672",4734,21,5,7.51,0,0,4,0.36231884057971,0.00833889259506338
"7673",4735,22,0,12.87,0,1,2,0.188405797101449,0.00350233488992662
"7674",4736,25,8,6.92,0,0,3,0.188405797101449,0.00366977985323549
"7677",4737,25,5,11.83,0,0,3,0.217391304347826,0.00833889259506338
"7678",4738,24,9,8.59,0,0,4,0.232608695652174,0.00833889259506338
"7680",4739,24,2,7.05,0,0,4,0.23768115942029,0.00833889259506338
"7682",4740,23,4,13.79,0,0,2,0.188405797101449,0.00383589059372915
"7683",4741,24,5,11.14,0,0,4,0.246376811594203,0.00833889259506338
"7684",4742,21,5,5.99,0,0,2,0.188405797101449,0.00393595730486991
"7686",4743,22,6,8.94,0,0,2,0.188405797101449,0.00833889259506338
"7687",4744,24,4,15.62,1,1,4,0.188405797101449,0.00393595730486991
"7688",4745,22,6,16,1,0,4,0.333333333333333,0.00733822548365577
"7690",4746,26,10,8.94,0,0,4,0.246376811594203,0.00833889259506338
"7691",4747,25,2,9.76,0,0,4,0.188405797101449,0.00393595730486991
"7694",4748,23,2,7.88,0,0,4,0.188405797101449,0.00400900600400267
"7696",4749,25,0,10,0,0,3,0.188405797101449,0.00408605737158105
"7697",4750,26,2,6.92,0,0,3,0.188405797101449,0.00410406937958639
"7698",4751,23,7,9.63,0,0,2,0.376811594202899,0.00833889259506338
"7701",4752,23,4,7.49,0,0,4,0.188405797101449,0.00413609072715143
"7702",4753,23,0,12.69,0,0,2,0.188405797101449,0.00433622414943296
"7704",4754,21,2,10.99,1,0,2,0.188405797101449,0.00433622414943296
"7705",4755,21,3,11.36,0,0,2,0.217391304347826,0.00834489659773182
"7706",4756,22,4,16.49,1,1,3,0.188405797101449,0.00433622414943296
"7707",4757,26,10,7.51,0,0,3,0.130434782608696,0.00835223482321548
"7708",4758,24,8,8.63,0,0,4,0.217391304347826,0.00835223482321548
"7709",4759,22,6,9.62,1,0,4,0.188405797101449,0.00433622414943296
"7711",4760,26,3,7.49,0,0,3,0.188405797101449,0.00837224816544363
"7712",4761,25,4,7.74,0,0,2,0.188405797101449,0.00433622414943296
"7718",4762,24,7,16.63,0,1,4,0.188405797101449,0.00450233488992662
"7723",4763,21,3,11.49,0,0,2,0.188405797101449,0.00466977985323549
"7725",4764,24,8,7.66,0,0,2,0.0811594202898551,0.00840560373582388
"7726",4765,24,8,15.7,1,0,2,0.269565217391304,0.00741194129419613
"7727",4766,25,2,9.63,0,0,4,0.333333333333333,0.00842211474316211
"7728",4767,22,6,10.59,0,0,3,0.202898550724638,0.00842228152101401
"7729",4768,23,0,14.26,1,0,4,0.188405797101449,0.00466977985323549
"7730",4769,22,6,6.62,0,0,2,0.188405797101449,0.00472648432288192
"7731",4770,24,1,13.98,0,1,2,0.188405797101449,0.004736490993996
"7732",4771,22,3,7.29,0,0,3,0.188405797101449,0.00479803202134757
"7733",4772,26,9,8.94,0,0,3,0.27536231884058,0.00842695130086724
"7737",4773,23,2,7.9,0,0,2,0.188405797101449,0.00483655770513676
"7738",4774,23,1,13.61,0,0,4,0.188405797101449,0.00483655770513676
"7739",4775,22,6,12.42,1,0,4,0.333333333333333,0.00743829219479653
"7744",4776,24,0,13.61,0,1,4,0.188405797101449,0.00493662441627752
"7745",4777,26,10,8,0,0,2,0.188405797101449,0.00500266844563042
"7746",4778,24,1,13.16,1,0,3,0.188405797101449,0.00500266844563042
"7747",4779,23,7,10.99,0,0,4,0.188405797101449,0.00508372248165444
"7748",4780,23,0,11.99,1,0,2,0.188405797101449,0.00513675783855904
"7752",4781,26,10,16.82,0,0,4,0.130434782608696,0.00847698465643762
"7753",4782,23,5,6.03,0,0,2,0.188405797101449,0.00517011340893929
"7755",4783,25,2,10.99,0,0,2,0.072463768115942,0.00848899266177452
"7757",4784,24,9,5.99,0,0,2,0.188405797101449,0.00517011340893929
"7762",4785,25,2,8.94,0,0,3,0.188405797101449,0.00517011340893929
"7764",4786,21,5,11.34,0,1,3,0.188405797101449,0.00517011340893929
"7765",4787,21,5,12.61,1,1,2,0.188405797101449,0.00416944629753169
"7767",4788,22,3,9.99,0,0,3,0.188405797101449,0.00522848565710474
"7768",4789,24,8,5.99,0,0,4,0.144927536231884,0.00850500333555704
"7769",4790,22,3,14.22,1,0,3,0.188405797101449,0.00427851901267512
"7770",4791,24,1,6.03,0,0,3,0.188405797101449,0.00533689126084056
"7771",4792,23,1,7.9,0,0,4,0.188405797101449,0.00533689126084056
"7773",4793,23,3,9.99,0,0,3,0.188405797101449,0.00533689126084056
"7775",4794,22,3,9.63,0,0,2,0.333333333333333,0.00850500333555704
"7776",4795,24,4,10.37,0,0,4,0.27536231884058,0.00850500333555704
"7779",4796,26,0,14.22,0,0,4,0.188405797101449,0.00535690460306871
"7781",4797,24,2,9.99,0,0,2,0.188405797101449,0.00550366911274183
"7782",4798,24,2,7.51,0,0,4,0.188405797101449,0.00550366911274183
"7783",4799,22,3,10.75,0,0,3,0.130434782608696,0.00850500333555704
"7784",4800,22,0,10.95,0,0,4,0.188405797101449,0.00550366911274183
"7785",4801,25,0,12.42,0,0,3,0.188405797101449,0.00553702468312208
"7787",4802,21,5,15.58,1,1,3,0.420289855072464,0.00750433622414943
"7788",4803,21,1,10.99,0,0,3,0.188405797101449,0.00553702468312208
"7791",4804,23,5,12.69,0,0,4,0.188405797101449,0.00558705803869246
"7793",4805,25,0,8.94,0,0,2,0.27536231884058,0.00850500333555704
"7795",4806,26,5,7.51,0,0,3,0.188405797101449,0.0056704469646431
"7796",4807,25,0,9.99,0,0,2,0.188405797101449,0.0057371581054036
"7797",4808,23,2,11.14,0,0,2,0.188405797101449,0.00575383589059373
"7799",4809,22,3,9.63,0,0,4,0.188405797101449,0.00600333555703803
"7800",4810,22,3,14.11,1,0,4,0.27536231884058,0.00750433622414943
"7801",4811,24,0,11.26,0,0,3,0.333333333333333,0.00850500333555704
"7802",4812,24,8,10.83,0,0,3,0.536231884057971,0.00850500333555704
"7803",4813,24,1,13.11,0,0,3,0.188405797101449,0.00600333555703803
"7807",4814,22,1,11.11,0,0,3,0.188405797101449,0.00600400266844563
"7808",4815,21,3,14.46,0,0,3,0.188405797101449,0.00600400266844563
"7809",4816,24,3,7.88,0,0,4,0.188405797101449,0.00600400266844563
"7810",4817,22,1,11.14,0,0,4,0.188405797101449,0.00600400266844563
"7814",4818,23,8,11.71,0,0,3,0.194202898550725,0.00850567044696464
"7815",4819,23,3,7.51,0,0,2,0.202898550724638,0.00850567044696464
"7817",4820,24,2,11.34,0,1,2,0.188405797101449,0.00600400266844563
"7818",4821,24,0,13.23,0,1,3,0.188405797101449,0.00601067378252168
"7819",4822,23,5,18.3,1,1,3,0.188405797101449,0.00505670446964643
"7820",4823,24,8,9.91,0,0,3,0.420289855072464,0.00850567044696464
"7821",4824,25,6,15.27,0,0,3,0.420289855072464,0.00850567044696464
"7822",4825,24,0,11.86,0,0,2,0.188405797101449,0.00613742494996664
"7823",4826,21,5,5.79,0,0,3,0.188405797101449,0.0061707805203469
"7824",4827,22,5,16.77,0,0,2,0.307246376811594,0.00850567044696464
"7827",4828,22,6,13.49,0,0,3,0.0260869565217391,0.00850567044696464
"7828",4829,22,2,18.09,1,1,2,0.188405797101449,0.00517011340893929
"7830",4830,26,6,8.9,0,0,4,0.318840579710145,0.00850567044696464
"7831",4831,24,1,12.53,0,0,2,0.188405797101449,0.0061707805203469
"7834",4832,24,1,9.91,0,0,4,0.13695652173913,0.00850567044696464
"7836",4833,26,6,11.71,0,0,3,0.0949275362318841,0.00850567044696464
"7840",4834,23,7,7.51,0,0,4,0.202898550724638,0.00850567044696464
"7847",4835,26,3,14.96,1,1,4,0.188405797101449,0.00533689126084056
"7848",4836,23,2,7.88,0,0,3,0.188405797101449,0.00633755837224817
"7851",4837,24,3,6.62,0,0,3,0.420289855072464,0.00850567044696464
"7852",4838,22,5,9.99,1,0,4,0.188405797101449,0.00543929286190794
"7855",4839,26,2,9.99,0,0,3,0.188405797101449,0.00650433622414943
"7858",4840,25,6,10.99,0,0,2,0.173913043478261,0.00850567044696464
"7859",4841,25,9,11.49,0,0,3,0.168115942028985,0.00850567044696464
"7860",4842,23,1,10.59,0,0,3,0.11304347826087,0.00850567044696464
"7863",4843,22,6,7.9,1,0,4,0.188405797101449,0.00553702468312208
"7864",4844,22,6,11.99,0,0,2,0.12463768115942,0.00850567044696464
"7865",4845,23,5,13.49,0,0,2,0.420289855072464,0.00850567044696464
"7866",4846,23,4,17.99,1,1,4,0.315942028985507,0.00750500333555704
"7867",4847,25,3,15.99,0,0,4,0.130434782608696,0.00850567044696464
"7871",4848,23,2,8,0,0,2,0.188405797101449,0.00675450300200133
"7873",4849,22,2,8.9,1,0,3,0.188405797101449,0.00583722481654436
"7874",4850,24,8,7.49,0,0,4,0.0376811594202899,0.00850567044696464
"7875",4851,25,3,8.49,0,0,3,0.68695652173913,0.00850567044696464
"7877",4852,23,1,16.77,1,0,3,0.188405797101449,0.00583722481654436
"7878",4853,26,1,7.51,0,0,3,0.188405797101449,0.00683789192795197
"7881",4854,21,4,11.99,1,0,2,0.0434782608695652,0.00750500333555704
"7883",4855,24,0,15.23,0,1,3,0.107246376811594,0.00850567044696464
"7884",4856,21,2,7.51,0,0,4,0.188405797101449,0.00683789192795197
"7887",4857,23,0,13.49,0,0,3,0.306521739130435,0.00850567044696464
"7888",4858,24,5,5.42,0,0,4,0.188405797101449,0.00683789192795197
"7890",4859,24,8,14.42,1,0,4,0.188405797101449,0.00583722481654436
"7891",4860,26,0,9.99,0,0,3,0.188405797101449,0.00693795863909273
"7893",4861,25,5,10.25,0,0,3,0.188405797101449,0.00700466977985324
"7894",4862,23,1,7.4,0,0,4,0.188405797101449,0.00700466977985324
"7898",4863,25,0,8.63,0,0,3,0.188405797101449,0.00713809206137425
"7900",4864,24,8,6.62,0,0,3,0.188405797101449,0.0071714476317545
"7901",4865,24,1,8.49,0,0,3,0.217391304347826,0.00850567044696464
"7902",4866,23,1,11.49,0,0,3,0.0289855072463768,0.00850567044696464
"7903",4867,24,3,6.54,0,0,4,0.188405797101449,0.0071714476317545
"7904",4868,25,1,15.23,0,1,3,0.159420289855072,0.00850567044696464
"7905",4869,23,4,7.49,0,0,4,0.217391304347826,0.00850567044696464
"7906",4870,21,5,14.96,0,1,3,0.188405797101449,0.0071714476317545
"7907",4871,23,7,7.49,0,0,4,0.217391304347826,0.00850567044696464
"7908",4872,23,7,13.99,0,1,3,0.27536231884058,0.00850567044696464
"7909",4873,22,3,15.7,1,1,3,0.188405797101449,0.00625416944629753
"7910",4874,26,10,12.69,0,0,2,0.188405797101449,0.00733822548365577
"7911",4875,26,5,5.79,0,0,3,0.188405797101449,0.00733822548365577
"7912",4876,23,6,8.94,0,0,3,0.188405797101449,0.00733822548365577
"7913",4877,26,10,9.63,0,0,2,0.188405797101449,0.00733822548365577
"7914",4878,23,2,11.11,0,0,2,0.130434782608696,0.00850567044696464
"7915",4879,25,9,7.9,0,0,3,0.188405797101449,0.00737591727818546
"7917",4880,21,4,15.27,0,1,4,0.188405797101449,0.00767178118745831
"7919",4881,24,8,11.71,0,0,3,0.188405797101449,0.00767178118745831
"7921",4882,22,4,7.66,0,0,2,0.130434782608696,0.00850567044696464
"7925",4883,22,2,7.66,0,0,3,0.188405797101449,0.00767178118745831
"7928",4884,24,8,5.79,0,0,3,0.27536231884058,0.00850567044696464
"7930",4885,23,3,7.51,0,0,4,0.188405797101449,0.00767178118745831
"7932",4886,22,6,9.99,0,0,4,0.333333333333333,0.00850567044696464
"7933",4887,26,2,9.63,0,0,2,0.188405797101449,0.00767178118745831
"7935",4888,23,5,6.17,0,0,2,0.420289855072464,0.00850567044696464
"7941",4889,21,0,14.96,1,1,4,0.188405797101449,0.00683789192795197
"7942",4890,22,6,12.18,0,0,2,0.188405797101449,0.00783855903935957
"7943",4891,23,3,10.65,0,0,2,0.188405797101449,0.00800533689126084
"7949",4892,26,11,7.88,0,0,3,0.188405797101449,0.00800533689126084
"7950",4893,26,0,5.79,0,0,2,0.289855072463768,0.00850567044696464
"7951",4894,24,1,7.74,0,0,4,0.188405797101449,0.00800533689126084
"7952",4895,22,2,5.42,0,0,3,0.0492753623188406,0.00850567044696464
"7956",4896,25,9,6.91,0,0,4,0.478260869565217,0.00850567044696464
"7957",4897,26,10,16.45,1,0,3,0.36231884057971,0.00750500333555704
"7961",4898,22,1,13.47,0,1,2,0.188405797101449,0.00833889259506338
"7962",4899,24,3,11.12,0,0,2,0.072463768115942,0.00850567044696464
"7963",4900,23,5,9.91,0,0,3,0.188405797101449,0.00834022681787859
"7964",4901,24,8,7.49,1,0,3,0.188405797101449,0.00750500333555704
"7966",4902,23,5,10.38,0,0,3,0.304347826086957,0.00850567044696464
"7968",4903,21,5,14.72,0,0,2,0.27536231884058,0.00850567044696464
"7969",4904,23,0,10.74,0,0,3,0.188405797101449,0.0135090060040027
"7971",4905,25,4,10.99,0,0,3,0.188405797101449,0.0141761174116077
"7976",4906,26,8,13.49,0,1,3,0.188405797101449,0.014342895263509
"7978",4907,26,4,13.98,0,1,3,0.36231884057971,0.00850567044696464
"7979",4908,26,3,6.99,0,0,2,0.192753623188406,0.0095396931287525
"7980",4909,23,7,13.23,0,1,2,0.188405797101449,0.00850567044696464
"7982",4910,23,0,7.49,0,0,4,0.193478260869565,0.0135090060040027
"7983",4911,22,0,11.71,1,0,4,0.194202898550725,0.00173448965977318
"7984",4912,24,3,7.88,0,0,4,0.130434782608696,0.00850567044696464
"7985",4913,22,1,6.91,1,0,4,0.194202898550725,0.00280186791194129
"7987",4914,26,9,10.38,1,0,3,0.194202898550725,0.00293529019346231
"7993",4915,22,6,10.62,0,0,2,0.27536231884058,0.00850567044696464
"7994",4916,23,7,11.86,1,0,4,0.194202898550725,0.00353569046030687
"7996",4917,23,2,9.99,0,0,2,0.194202898550725,0.00393595730486991
"7997",4918,22,7,10.59,0,0,3,0.194202898550725,0.00393595730486991
"8001",4919,22,5,11.71,0,0,3,0.194202898550725,0.00433622414943296
